time	Temperature	X	Y	Velocity
3835.000	9.61e+04	2.314	2.381	[-0.00046 -0.00048]
3836.000	9.61e+04	2.314	2.381	[-0.00046 -0.00048]
3837.000	9.61e+04	2.314	2.380	[-0.00046 -0.00048]
3838.000	9.61e+04	2.313	2.380	[-0.00046 -0.00048]
3839.000	9.61e+04	2.313	2.379	[-0.00046 -0.00048]
3840.000	9.61e+04	2.312	2.379	[-0.00046 -0.00048]
3841.000	9.61e+04	2.312	2.378	[-0.00046 -0.00048]
3842.000	9.61e+04	2.311	2.378	[-0.00046 -0.00048]
3843.000	9.61e+04	2.311	2.377	[-0.00046 -0.00048]
3844.000	9.61e+04	2.310	2.377	[-0.00046 -0.00048]
3845.000	9.61e+04	2.310	2.376	[-0.00046 -0.00048]
3846.000	9.61e+04	2.309	2.376	[-0.00046 -0.00048]
3847.000	9.61e+04	2.309	2.375	[-0.00046 -0.00048]
3848.000	9.61e+04	2.308	2.375	[-0.00046 -0.00048]
3849.000	9.61e+04	2.308	2.374	[-0.00046 -0.00048]
3850.000	9.61e+04	2.308	2.374	[-0.00046 -0.00048]
3851.000	9.61e+04	2.307	2.373	[-0.00046 -0.00048]
3852.000	9.61e+04	2.307	2.373	[-0.00046 -0.00048]
3853.000	9.61e+04	2.306	2.373	[-0.00046 -0.00047]
3854.000	9.61e+04	2.306	2.372	[-0.00046 -0.00047]
3855.000	9.61e+04	2.305	2.372	[-0.00046 -0.00047]
3856.000	9.61e+04	2.305	2.371	[-0.00046 -0.00047]
3857.000	9.61e+04	2.304	2.371	[-0.00046 -0.00047]
3858.000	9.61e+04	2.304	2.370	[-0.00046 -0.00047]
3859.000	9.61e+04	2.303	2.370	[-0.00046 -0.00047]
3860.000	9.61e+04	2.303	2.369	[-0.00046 -0.00047]
3861.000	9.61e+04	2.302	2.369	[-0.00046 -0.00047]
3862.000	9.61e+04	2.302	2.368	[-0.00046 -0.00047]
3863.000	9.61e+04	2.302	2.368	[-0.00046 -0.00047]
3864.000	9.61e+04	2.301	2.367	[-0.00046 -0.00047]
3865.000	9.61e+04	2.301	2.367	[-0.00046 -0.00047]
3866.000	9.61e+04	2.300	2.366	[-0.00046 -0.00047]
3867.000	9.61e+04	2.300	2.366	[-0.00046 -0.00047]
3868.000	9.61e+04	2.299	2.365	[-0.00046 -0.00047]
3869.000	9.61e+04	2.299	2.365	[-0.00046 -0.00047]
3870.000	9.61e+04	2.298	2.364	[-0.00046 -0.00047]
3871.000	9.61e+04	2.298	2.364	[-0.00046 -0.00047]
3872.000	9.61e+04	2.297	2.364	[-0.00046 -0.00047]
3873.000	9.61e+04	2.297	2.363	[-0.00046 -0.00047]
3874.000	9.61e+04	2.296	2.363	[-0.00046 -0.00047]
3875.000	9.61e+04	2.296	2.362	[-0.00046 -0.00047]
3876.000	9.61e+04	2.296	2.362	[-0.00046 -0.00047]
3877.000	9.61e+04	2.295	2.361	[-0.00046 -0.00047]
3878.000	9.61e+04	2.295	2.361	[-0.00046 -0.00047]
3879.000	9.61e+04	2.294	2.360	[-0.00046 -0.00047]
3880.000	9.61e+04	2.294	2.360	[-0.00046 -0.00047]
3881.000	9.61e+04	2.293	2.359	[-0.00046 -0.00047]
3882.000	9.61e+04	2.293	2.359	[-0.00046 -0.00047]
3883.000	9.61e+04	2.292	2.358	[-0.00046 -0.00047]
3884.000	9.61e+04	2.292	2.358	[-0.00046 -0.00047]
3885.000	9.61e+04	2.291	2.357	[-0.00046 -0.00047]
3886.000	9.61e+04	2.291	2.357	[-0.00046 -0.00047]
3887.000	9.61e+04	2.290	2.356	[-0.00046 -0.00047]
3888.000	9.61e+04	2.290	2.356	[-0.00046 -0.00047]
3889.000	9.61e+04	2.290	2.355	[-0.00046 -0.00047]
3890.000	9.61e+04	2.289	2.355	[-0.00046 -0.00047]
3891.000	9.61e+04	2.289	2.355	[-0.00046 -0.00047]
3892.000	9.61e+04	2.288	2.354	[-0.00046 -0.00047]
3893.000	9.61e+04	2.288	2.354	[-0.00046 -0.00047]
3894.000	9.61e+04	2.287	2.353	[-0.00046 -0.00047]
3895.000	9.61e+04	2.287	2.353	[-0.00046 -0.00047]
3896.000	9.61e+04	2.286	2.352	[-0.00046 -0.00047]
3897.000	9.61e+04	2.286	2.352	[-0.00046 -0.00047]
3898.000	9.61e+04	2.285	2.351	[-0.00046 -0.00047]
3899.000	9.61e+04	2.285	2.351	[-0.00046 -0.00047]
3900.000	9.61e+04	2.285	2.350	[-0.00046 -0.00047]
3901.000	9.61e+04	2.284	2.350	[-0.00046 -0.00047]
3902.000	9.61e+04	2.284	2.349	[-0.00046 -0.00047]
3903.000	9.61e+04	2.283	2.349	[-0.00046 -0.00047]
3904.000	9.61e+04	2.283	2.348	[-0.00046 -0.00047]
3905.000	9.61e+04	2.282	2.348	[-0.00046 -0.00047]
3906.000	9.61e+04	2.282	2.347	[-0.00046 -0.00047]
3907.000	9.61e+04	2.281	2.347	[-0.00046 -0.00047]
3908.000	9.61e+04	2.281	2.347	[-0.00046 -0.00047]
3909.000	9.61e+04	2.280	2.346	[-0.00046 -0.00047]
3910.000	9.61e+04	2.280	2.346	[-0.00046 -0.00047]
3911.000	9.61e+04	2.279	2.345	[-0.00046 -0.00047]
3912.000	9.61e+04	2.279	2.345	[-0.00046 -0.00047]
3913.000	9.61e+04	2.279	2.344	[-0.00046 -0.00047]
3914.000	9.61e+04	2.278	2.344	[-0.00046 -0.00047]
3915.000	9.61e+04	2.278	2.343	[-0.00046 -0.00047]
3916.000	9.61e+04	2.277	2.343	[-0.00046 -0.00047]
3917.000	9.61e+04	2.277	2.342	[-0.00046 -0.00047]
3918.000	9.61e+04	2.276	2.342	[-0.00046 -0.00047]
3919.000	9.61e+04	2.276	2.341	[-0.00046 -0.00047]
3920.000	9.61e+04	2.275	2.341	[-0.00046 -0.00047]
3921.000	9.61e+04	2.275	2.340	[-0.00046 -0.00047]
3922.000	9.61e+04	2.274	2.340	[-0.00046 -0.00047]
3923.000	9.61e+04	2.274	2.340	[-0.00046 -0.00047]
3924.000	9.61e+04	2.274	2.339	[-0.00046 -0.00047]
3925.000	9.61e+04	2.273	2.339	[-0.00046 -0.00047]
3926.000	9.61e+04	2.273	2.338	[-0.00046 -0.00047]
3927.000	9.61e+04	2.272	2.338	[-0.00045 -0.00047]
3928.000	9.61e+04	2.272	2.337	[-0.00045 -0.00047]
3929.000	9.61e+04	2.271	2.337	[-0.00045 -0.00047]
3930.000	9.61e+04	2.271	2.336	[-0.00045 -0.00047]
3931.000	9.61e+04	2.270	2.336	[-0.00045 -0.00047]
3932.000	9.61e+04	2.270	2.335	[-0.00045 -0.00047]
3933.000	9.61e+04	2.269	2.335	[-0.00045 -0.00047]
3934.000	9.61e+04	2.269	2.334	[-0.00045 -0.00047]
3935.000	9.61e+04	2.269	2.334	[-0.00045 -0.00047]
3936.000	9.61e+04	2.268	2.333	[-0.00045 -0.00047]
3937.000	9.61e+04	2.268	2.333	[-0.00045 -0.00047]
3938.000	9.61e+04	2.267	2.333	[-0.00045 -0.00047]
3939.000	9.61e+04	2.267	2.332	[-0.00045 -0.00047]
3940.000	9.61e+04	2.266	2.332	[-0.00045 -0.00047]
3941.000	9.61e+04	2.266	2.331	[-0.00045 -0.00047]
3942.000	9.61e+04	2.265	2.331	[-0.00045 -0.00047]
3943.000	9.61e+04	2.265	2.330	[-0.00045 -0.00047]
3944.000	9.61e+04	2.264	2.330	[-0.00045 -0.00047]
3945.000	9.61e+04	2.264	2.329	[-0.00045 -0.00047]
3946.000	9.61e+04	2.264	2.329	[-0.00045 -0.00047]
3947.000	9.61e+04	2.263	2.328	[-0.00045 -0.00047]
3948.000	9.61e+04	2.263	2.328	[-0.00045 -0.00047]
3949.000	9.61e+04	2.262	2.327	[-0.00045 -0.00047]
3950.000	9.61e+04	2.262	2.327	[-0.00045 -0.00047]
3951.000	9.61e+04	2.261	2.326	[-0.00045 -0.00047]
3952.000	9.61e+04	2.261	2.326	[-0.00045 -0.00047]
3953.000	9.61e+04	2.260	2.326	[-0.00045 -0.00047]
3954.000	9.61e+04	2.260	2.325	[-0.00045 -0.00047]
3955.000	9.61e+04	2.260	2.325	[-0.00045 -0.00047]
3956.000	9.61e+04	2.259	2.324	[-0.00045 -0.00047]
3957.000	9.61e+04	2.259	2.324	[-0.00045 -0.00047]
3958.000	9.61e+04	2.258	2.323	[-0.00045 -0.00047]
3959.000	9.61e+04	2.258	2.323	[-0.00045 -0.00047]
3960.000	9.61e+04	2.257	2.322	[-0.00045 -0.00046]
3961.000	9.61e+04	2.257	2.322	[-0.00045 -0.00046]
3962.000	9.61e+04	2.256	2.321	[-0.00045 -0.00046]
3963.000	9.61e+04	2.256	2.321	[-0.00045 -0.00046]
3964.000	9.61e+04	2.255	2.320	[-0.00045 -0.00046]
3965.000	9.61e+04	2.255	2.320	[-0.00045 -0.00046]
3966.000	9.61e+04	2.255	2.319	[-0.00045 -0.00046]
3967.000	9.61e+04	2.254	2.319	[-0.00045 -0.00046]
3968.000	9.61e+04	2.254	2.319	[-0.00045 -0.00046]
3969.000	9.61e+04	2.253	2.318	[-0.00045 -0.00046]
3970.000	9.61e+04	2.253	2.318	[-0.00045 -0.00046]
3971.000	9.61e+04	2.252	2.317	[-0.00045 -0.00046]
3972.000	9.61e+04	2.252	2.317	[-0.00045 -0.00046]
3973.000	9.61e+04	2.251	2.316	[-0.00045 -0.00046]
3974.000	9.61e+04	2.251	2.316	[-0.00045 -0.00046]
3975.000	9.61e+04	2.250	2.315	[-0.00045 -0.00046]
3976.000	9.61e+04	2.250	2.315	[-0.00045 -0.00046]
3977.000	9.61e+04	2.250	2.314	[-0.00045 -0.00046]
3978.000	9.61e+04	2.249	2.314	[-0.00045 -0.00046]
3979.000	9.61e+04	2.249	2.313	[-0.00045 -0.00046]
3980.000	9.61e+04	2.248	2.313	[-0.00045 -0.00046]
3981.000	9.61e+04	2.248	2.313	[-0.00045 -0.00046]
3982.000	9.61e+04	2.247	2.312	[-0.00045 -0.00046]
3983.000	9.61e+04	2.247	2.312	[-0.00045 -0.00046]
3984.000	9.61e+04	2.246	2.311	[-0.00045 -0.00046]
3985.000	9.61e+04	2.246	2.311	[-0.00045 -0.00046]
3986.000	9.61e+04	2.246	2.310	[-0.00045 -0.00046]
3987.000	9.61e+04	2.245	2.310	[-0.00045 -0.00046]
3988.000	9.61e+04	2.245	2.309	[-0.00045 -0.00046]
3989.000	9.61e+04	2.244	2.309	[-0.00045 -0.00046]
3990.000	9.61e+04	2.244	2.308	[-0.00045 -0.00046]
3991.000	9.61e+04	2.243	2.308	[-0.00045 -0.00046]
3992.000	9.61e+04	2.243	2.307	[-0.00045 -0.00046]
3993.000	9.61e+04	2.242	2.307	[-0.00045 -0.00046]
3994.000	9.61e+04	2.242	2.306	[-0.00045 -0.00046]
3995.000	9.61e+04	2.241	2.306	[-0.00045 -0.00046]
3996.000	9.61e+04	2.241	2.306	[-0.00045 -0.00046]
3997.000	9.61e+04	2.241	2.305	[-0.00045 -0.00046]
3998.000	9.61e+04	2.240	2.305	[-0.00045 -0.00046]
3999.000	9.61e+04	2.240	2.304	[-0.00045 -0.00046]
4000.000	9.51e+04	2.239	2.304	[-0.00045 -0.00046]
4001.000	9.51e+04	2.239	2.303	[-0.00045 -0.00046]
4002.000	9.51e+04	2.238	2.303	[-0.00045 -0.00046]
4003.000	9.51e+04	2.238	2.302	[-0.00045 -0.00046]
4004.000	9.51e+04	2.237	2.302	[-0.00045 -0.00046]
4005.000	9.51e+04	2.237	2.301	[-0.00045 -0.00046]
4006.000	9.51e+04	2.237	2.301	[-0.00045 -0.00046]
4007.000	9.51e+04	2.236	2.301	[-0.00045 -0.00046]
4008.000	9.51e+04	2.236	2.300	[-0.00045 -0.00046]
4009.000	9.51e+04	2.235	2.300	[-0.00045 -0.00046]
4010.000	9.51e+04	2.235	2.299	[-0.00045 -0.00046]
4011.000	9.51e+04	2.234	2.299	[-0.00045 -0.00046]
4012.000	9.51e+04	2.234	2.298	[-0.00045 -0.00046]
4013.000	9.51e+04	2.233	2.298	[-0.00045 -0.00046]
4014.000	9.51e+04	2.233	2.297	[-0.00045 -0.00046]
4015.000	9.51e+04	2.233	2.297	[-0.00045 -0.00046]
4016.000	9.51e+04	2.232	2.296	[-0.00045 -0.00046]
4017.000	9.51e+04	2.232	2.296	[-0.00045 -0.00046]
4018.000	9.51e+04	2.231	2.295	[-0.00045 -0.00046]
4019.000	9.51e+04	2.231	2.295	[-0.00045 -0.00046]
4020.000	9.51e+04	2.230	2.295	[-0.00045 -0.00046]
4021.000	9.51e+04	2.230	2.294	[-0.00045 -0.00046]
4022.000	9.51e+04	2.229	2.294	[-0.00045 -0.00046]
4023.000	9.51e+04	2.229	2.293	[-0.00045 -0.00046]
4024.000	9.51e+04	2.229	2.293	[-0.00045 -0.00046]
4025.000	9.51e+04	2.228	2.292	[-0.00045 -0.00046]
4026.000	9.51e+04	2.228	2.292	[-0.00045 -0.00046]
4027.000	9.51e+04	2.227	2.291	[-0.00045 -0.00046]
4028.000	9.51e+04	2.227	2.291	[-0.00045 -0.00046]
4029.000	9.51e+04	2.226	2.290	[-0.00045 -0.00046]
4030.000	9.51e+04	2.226	2.290	[-0.00045 -0.00046]
4031.000	9.51e+04	2.225	2.289	[-0.00045 -0.00046]
4032.000	9.51e+04	2.225	2.289	[-0.00045 -0.00046]
4033.000	9.51e+04	2.224	2.289	[-0.00045 -0.00046]
4034.000	9.51e+04	2.224	2.288	[-0.00045 -0.00046]
4035.000	9.51e+04	2.224	2.288	[-0.00045 -0.00046]
4036.000	9.51e+04	2.223	2.287	[-0.00045 -0.00046]
4037.000	9.51e+04	2.223	2.287	[-0.00045 -0.00046]
4038.000	9.51e+04	2.222	2.286	[-0.00044 -0.00046]
4039.000	9.51e+04	2.222	2.286	[-0.00044 -0.00046]
4040.000	9.51e+04	2.221	2.285	[-0.00044 -0.00046]
4041.000	9.51e+04	2.221	2.285	[-0.00044 -0.00046]
4042.000	9.51e+04	2.220	2.284	[-0.00044 -0.00046]
4043.000	9.51e+04	2.220	2.284	[-0.00044 -0.00046]
4044.000	9.51e+04	2.220	2.284	[-0.00044 -0.00046]
4045.000	9.51e+04	2.219	2.283	[-0.00044 -0.00046]
4046.000	9.51e+04	2.219	2.283	[-0.00044 -0.00046]
4047.000	9.51e+04	2.218	2.282	[-0.00044 -0.00046]
4048.000	9.51e+04	2.218	2.282	[-0.00044 -0.00046]
4049.000	9.51e+04	2.217	2.281	[-0.00044 -0.00046]
4050.000	9.51e+04	2.217	2.281	[-0.00044 -0.00046]
4051.000	9.51e+04	2.216	2.280	[-0.00044 -0.00046]
4052.000	9.51e+04	2.216	2.280	[-0.00044 -0.00046]
4053.000	9.51e+04	2.216	2.279	[-0.00044 -0.00046]
4054.000	9.51e+04	2.215	2.279	[-0.00044 -0.00046]
4055.000	9.51e+04	2.215	2.279	[-0.00044 -0.00046]
4056.000	9.51e+04	2.214	2.278	[-0.00044 -0.00046]
4057.000	9.51e+04	2.214	2.278	[-0.00044 -0.00046]
4058.000	9.51e+04	2.213	2.277	[-0.00044 -0.00046]
4059.000	9.51e+04	2.213	2.277	[-0.00044 -0.00046]
4060.000	9.51e+04	2.213	2.276	[-0.00044 -0.00046]
4061.000	9.51e+04	2.212	2.276	[-0.00044 -0.00046]
4062.000	9.51e+04	2.212	2.275	[-0.00044 -0.00046]
4063.000	9.51e+04	2.211	2.275	[-0.00044 -0.00046]
4064.000	9.51e+04	2.211	2.274	[-0.00044 -0.00046]
4065.000	9.51e+04	2.210	2.274	[-0.00044 -0.00046]
4066.000	9.51e+04	2.210	2.273	[-0.00044 -0.00046]
4067.000	9.51e+04	2.209	2.273	[-0.00044 -0.00046]
4068.000	9.51e+04	2.209	2.273	[-0.00044 -0.00045]
4069.000	9.51e+04	2.209	2.272	[-0.00044 -0.00045]
4070.000	9.51e+04	2.208	2.272	[-0.00044 -0.00045]
4071.000	9.51e+04	2.208	2.271	[-0.00044 -0.00045]
4072.000	9.51e+04	2.207	2.271	[-0.00044 -0.00045]
4073.000	9.51e+04	2.207	2.270	[-0.00044 -0.00045]
4074.000	9.51e+04	2.206	2.270	[-0.00044 -0.00045]
4075.000	9.51e+04	2.206	2.269	[-0.00044 -0.00045]
4076.000	9.51e+04	2.205	2.269	[-0.00044 -0.00045]
4077.000	9.51e+04	2.205	2.268	[-0.00044 -0.00045]
4078.000	9.51e+04	2.205	2.268	[-0.00044 -0.00045]
4079.000	9.51e+04	2.204	2.268	[-0.00044 -0.00045]
4080.000	9.51e+04	2.204	2.267	[-0.00044 -0.00045]
4081.000	9.51e+04	2.203	2.267	[-0.00044 -0.00045]
4082.000	9.51e+04	2.203	2.266	[-0.00044 -0.00045]
4083.000	9.51e+04	2.202	2.266	[-0.00044 -0.00045]
4084.000	9.51e+04	2.202	2.265	[-0.00044 -0.00045]
4085.000	9.51e+04	2.201	2.265	[-0.00044 -0.00045]
4086.000	9.51e+04	2.201	2.264	[-0.00044 -0.00045]
4087.000	9.51e+04	2.201	2.264	[-0.00044 -0.00045]
4088.000	9.51e+04	2.200	2.263	[-0.00044 -0.00045]
4089.000	9.51e+04	2.200	2.263	[-0.00044 -0.00045]
4090.000	9.51e+04	2.199	2.263	[-0.00044 -0.00045]
4091.000	9.51e+04	2.199	2.262	[-0.00044 -0.00045]
4092.000	9.51e+04	2.198	2.262	[-0.00044 -0.00045]
4093.000	9.51e+04	2.198	2.261	[-0.00044 -0.00045]
4094.000	9.51e+04	2.197	2.261	[-0.00044 -0.00045]
4095.000	9.51e+04	2.197	2.260	[-0.00044 -0.00045]
4096.000	9.51e+04	2.197	2.260	[-0.00044 -0.00045]
4097.000	9.51e+04	2.196	2.259	[-0.00044 -0.00045]
4098.000	9.51e+04	2.196	2.259	[-0.00044 -0.00045]
4099.000	9.51e+04	2.195	2.259	[-0.00044 -0.00045]
4100.000	9.51e+04	2.195	2.258	[-0.00044 -0.00045]
4101.000	9.51e+04	2.194	2.258	[-0.00044 -0.00045]
4102.000	9.51e+04	2.194	2.257	[-0.00044 -0.00045]
4103.000	9.51e+04	2.194	2.257	[-0.00044 -0.00045]
4104.000	9.51e+04	2.193	2.256	[-0.00044 -0.00045]
4105.000	9.51e+04	2.193	2.256	[-0.00044 -0.00045]
4106.000	9.51e+04	2.192	2.255	[-0.00044 -0.00045]
4107.000	9.51e+04	2.192	2.255	[-0.00044 -0.00045]
4108.000	9.51e+04	2.191	2.254	[-0.00044 -0.00045]
4109.000	9.51e+04	2.191	2.254	[-0.00044 -0.00045]
4110.000	9.51e+04	2.190	2.254	[-0.00044 -0.00045]
4111.000	9.51e+04	2.190	2.253	[-0.00044 -0.00045]
4112.000	9.51e+04	2.190	2.253	[-0.00044 -0.00045]
4113.000	9.51e+04	2.189	2.252	[-0.00044 -0.00045]
4114.000	9.51e+04	2.189	2.252	[-0.00044 -0.00045]
4115.000	9.51e+04	2.188	2.251	[-0.00044 -0.00045]
4116.000	9.51e+04	2.188	2.251	[-0.00044 -0.00045]
4117.000	9.51e+04	2.187	2.250	[-0.00044 -0.00045]
4118.000	9.51e+04	2.187	2.250	[-0.00044 -0.00045]
4119.000	9.51e+04	2.187	2.249	[-0.00044 -0.00045]
4120.000	9.51e+04	2.186	2.249	[-0.00044 -0.00045]
4121.000	9.51e+04	2.186	2.249	[-0.00044 -0.00045]
4122.000	9.51e+04	2.185	2.248	[-0.00044 -0.00045]
4123.000	9.51e+04	2.185	2.248	[-0.00044 -0.00045]
4124.000	9.51e+04	2.184	2.247	[-0.00044 -0.00045]
4125.000	9.51e+04	2.184	2.247	[-0.00044 -0.00045]
4126.000	9.51e+04	2.183	2.246	[-0.00044 -0.00045]
4127.000	9.51e+04	2.183	2.246	[-0.00044 -0.00045]
4128.000	9.51e+04	2.183	2.245	[-0.00044 -0.00045]
4129.000	9.51e+04	2.182	2.245	[-0.00044 -0.00045]
4130.000	9.51e+04	2.182	2.245	[-0.00044 -0.00045]
4131.000	9.51e+04	2.181	2.244	[-0.00044 -0.00045]
4132.000	9.51e+04	2.181	2.244	[-0.00044 -0.00045]
4133.000	9.51e+04	2.180	2.243	[-0.00044 -0.00045]
4134.000	9.51e+04	2.180	2.243	[-0.00044 -0.00045]
4135.000	9.51e+04	2.180	2.242	[-0.00044 -0.00045]
4136.000	9.51e+04	2.179	2.242	[-0.00044 -0.00045]
4137.000	9.51e+04	2.179	2.241	[-0.00044 -0.00045]
4138.000	9.51e+04	2.178	2.241	[-0.00044 -0.00045]
4139.000	9.51e+04	2.178	2.241	[-0.00044 -0.00045]
4140.000	9.51e+04	2.177	2.240	[-0.00044 -0.00045]
4141.000	9.51e+04	2.177	2.240	[-0.00044 -0.00045]
4142.000	9.51e+04	2.176	2.239	[-0.00044 -0.00045]
4143.000	9.51e+04	2.176	2.239	[-0.00044 -0.00045]
4144.000	9.51e+04	2.176	2.238	[-0.00044 -0.00045]
4145.000	9.51e+04	2.175	2.238	[-0.00044 -0.00045]
4146.000	9.51e+04	2.175	2.237	[-0.00044 -0.00045]
4147.000	9.51e+04	2.174	2.237	[-0.00044 -0.00045]
4148.000	9.51e+04	2.174	2.236	[-0.00044 -0.00045]
4149.000	9.51e+04	2.173	2.236	[-0.00044 -0.00045]
4150.000	9.51e+04	2.173	2.236	[-0.00044 -0.00045]
4151.000	9.51e+04	2.173	2.235	[-0.00043 -0.00045]
4152.000	9.51e+04	2.172	2.235	[-0.00043 -0.00045]
4153.000	9.51e+04	2.172	2.234	[-0.00043 -0.00045]
4154.000	9.51e+04	2.171	2.234	[-0.00043 -0.00045]
4155.000	9.51e+04	2.171	2.233	[-0.00043 -0.00045]
4156.000	9.51e+04	2.170	2.233	[-0.00043 -0.00045]
4157.000	9.51e+04	2.170	2.232	[-0.00043 -0.00045]
4158.000	9.51e+04	2.170	2.232	[-0.00043 -0.00045]
4159.000	9.51e+04	2.169	2.232	[-0.00043 -0.00045]
4160.000	9.51e+04	2.169	2.231	[-0.00043 -0.00045]
4161.000	9.51e+04	2.168	2.231	[-0.00043 -0.00045]
4162.000	9.51e+04	2.168	2.230	[-0.00043 -0.00045]
4163.000	9.51e+04	2.167	2.230	[-0.00043 -0.00045]
4164.000	9.51e+04	2.167	2.229	[-0.00043 -0.00045]
4165.000	9.51e+04	2.166	2.229	[-0.00043 -0.00045]
4166.000	9.51e+04	2.166	2.228	[-0.00043 -0.00045]
4167.000	9.51e+04	2.166	2.228	[-0.00043 -0.00045]
4168.000	9.51e+04	2.165	2.228	[-0.00043 -0.00045]
4169.000	9.51e+04	2.165	2.227	[-0.00043 -0.00045]
4170.000	9.51e+04	2.164	2.227	[-0.00043 -0.00045]
4171.000	9.51e+04	2.164	2.226	[-0.00043 -0.00045]
4172.000	9.51e+04	2.163	2.226	[-0.00043 -0.00045]
4173.000	9.51e+04	2.163	2.225	[-0.00043 -0.00045]
4174.000	9.51e+04	2.163	2.225	[-0.00043 -0.00045]
4175.000	9.51e+04	2.162	2.224	[-0.00043 -0.00045]
4176.000	9.51e+04	2.162	2.224	[-0.00043 -0.00045]
4177.000	9.51e+04	2.161	2.224	[-0.00043 -0.00045]
4178.000	9.51e+04	2.161	2.223	[-0.00043 -0.00045]
4179.000	9.51e+04	2.160	2.223	[-0.00043 -0.00044]
4180.000	9.51e+04	2.160	2.222	[-0.00043 -0.00044]
4181.000	9.51e+04	2.160	2.222	[-0.00043 -0.00044]
4182.000	9.51e+04	2.159	2.221	[-0.00043 -0.00044]
4183.000	9.51e+04	2.159	2.221	[-0.00043 -0.00044]
4184.000	9.51e+04	2.158	2.220	[-0.00043 -0.00044]
4185.000	9.51e+04	2.158	2.220	[-0.00043 -0.00044]
4186.000	9.51e+04	2.157	2.220	[-0.00043 -0.00044]
4187.000	9.51e+04	2.157	2.219	[-0.00043 -0.00044]
4188.000	9.51e+04	2.157	2.219	[-0.00043 -0.00044]
4189.000	9.51e+04	2.156	2.218	[-0.00043 -0.00044]
4190.000	9.51e+04	2.156	2.218	[-0.00043 -0.00044]
4191.000	9.51e+04	2.155	2.217	[-0.00043 -0.00044]
4192.000	9.51e+04	2.155	2.217	[-0.00043 -0.00044]
4193.000	9.51e+04	2.154	2.216	[-0.00043 -0.00044]
4194.000	9.51e+04	2.154	2.216	[-0.00043 -0.00044]
4195.000	9.51e+04	2.154	2.216	[-0.00043 -0.00044]
4196.000	9.51e+04	2.153	2.215	[-0.00043 -0.00044]
4197.000	9.51e+04	2.153	2.215	[-0.00043 -0.00044]
4198.000	9.51e+04	2.152	2.214	[-0.00043 -0.00044]
4199.000	9.51e+04	2.152	2.214	[-0.00043 -0.00044]
4200.000	9.51e+04	2.151	2.213	[-0.00043 -0.00044]
4201.000	9.51e+04	2.151	2.213	[-0.00043 -0.00044]
4202.000	9.51e+04	2.150	2.212	[-0.00043 -0.00044]
4203.000	9.51e+04	2.150	2.212	[-0.00043 -0.00044]
4204.000	9.51e+04	2.150	2.212	[-0.00043 -0.00044]
4205.000	9.51e+04	2.149	2.211	[-0.00043 -0.00044]
4206.000	9.51e+04	2.149	2.211	[-0.00043 -0.00044]
4207.000	9.51e+04	2.148	2.210	[-0.00043 -0.00044]
4208.000	9.51e+04	2.148	2.210	[-0.00043 -0.00044]
4209.000	9.51e+04	2.147	2.209	[-0.00043 -0.00044]
4210.000	9.51e+04	2.147	2.209	[-0.00043 -0.00044]
4211.000	9.51e+04	2.147	2.208	[-0.00043 -0.00044]
4212.000	9.51e+04	2.146	2.208	[-0.00043 -0.00044]
4213.000	9.51e+04	2.146	2.208	[-0.00043 -0.00044]
4214.000	9.51e+04	2.145	2.207	[-0.00043 -0.00044]
4215.000	9.51e+04	2.145	2.207	[-0.00043 -0.00044]
4216.000	9.51e+04	2.144	2.206	[-0.00043 -0.00044]
4217.000	9.51e+04	2.144	2.206	[-0.00043 -0.00044]
4218.000	9.51e+04	2.144	2.205	[-0.00043 -0.00044]
4219.000	9.51e+04	2.143	2.205	[-0.00043 -0.00044]
4220.000	9.51e+04	2.143	2.204	[-0.00043 -0.00044]
4221.000	9.51e+04	2.142	2.204	[-0.00043 -0.00044]
4222.000	9.51e+04	2.142	2.204	[-0.00043 -0.00044]
4223.000	9.51e+04	2.141	2.203	[-0.00043 -0.00044]
4224.000	9.51e+04	2.141	2.203	[-0.00043 -0.00044]
4225.000	9.51e+04	2.141	2.202	[-0.00043 -0.00044]
4226.000	9.51e+04	2.140	2.202	[-0.00043 -0.00044]
4227.000	9.51e+04	2.140	2.201	[-0.00043 -0.00044]
4228.000	9.51e+04	2.139	2.201	[-0.00043 -0.00044]
4229.000	9.51e+04	2.139	2.200	[-0.00043 -0.00044]
4230.000	9.51e+04	2.138	2.200	[-0.00043 -0.00044]
4231.000	9.51e+04	2.138	2.200	[-0.00043 -0.00044]
4232.000	9.51e+04	2.138	2.199	[-0.00043 -0.00044]
4233.000	9.51e+04	2.137	2.199	[-0.00043 -0.00044]
4234.000	9.51e+04	2.137	2.198	[-0.00043 -0.00044]
4235.000	9.51e+04	2.136	2.198	[-0.00043 -0.00044]
4236.000	9.51e+04	2.136	2.197	[-0.00043 -0.00044]
4237.000	9.51e+04	2.135	2.197	[-0.00043 -0.00044]
4238.000	9.51e+04	2.135	2.197	[-0.00043 -0.00044]
4239.000	9.51e+04	2.135	2.196	[-0.00043 -0.00044]
4240.000	9.51e+04	2.134	2.196	[-0.00043 -0.00044]
4241.000	9.51e+04	2.134	2.195	[-0.00043 -0.00044]
4242.000	9.51e+04	2.133	2.195	[-0.00043 -0.00044]
4243.000	9.51e+04	2.133	2.194	[-0.00043 -0.00044]
4244.000	9.51e+04	2.132	2.194	[-0.00043 -0.00044]
4245.000	9.51e+04	2.132	2.193	[-0.00043 -0.00044]
